content,label,score
ikut ikut aja,neutral,92.677%
dah males nyusahin,negative,99.813%
kok angel nemen download,negative,92.493%
aplikasi hapus,negative,97.147%
s ultra aman,positive,96.492%
entalah payah bilang,negative,99.652%
kok gagal terus,negative,99.668%
eror gak guna,negative,99.757%
susah masuk akun,negative,99.675%
d baik kembali,positive,89.327%
mas banyak kendala,negative,96.857%
pernah menajdi awas,neutral,64.799%
eror mulu gajelas,negative,99.803%
supaya bantu,neutral,92.467%
jos sering down tapi,negative,98.302%
apk rewel cok,negative,99.630%
ko ga bisa buka,negative,86.621%
tak layak pakai,negative,99.687%
apk buruk mending hapus aja,negative,99.686%
belum paham betul,negative,99.505%
seng mumet ae kamu jangan,negative,99.749%
batu sekali buat kita,negative,99.717%
indonesia maju,positive,99.274%
lelet aplikasi,negative,99.754%
lodingnya lama,negative,99.719%
kpu ngapain sih,negative,99.181%
susah guna,negative,99.675%
norak aplikasi,negative,99.706%
sangat bantu kpps,positive,97.315%
belum ada pasti,negative,94.471%
gk bisa bikin acun,negative,99.681%
apk gak jelas,negative,99.729%
sangat tydack ramah,positive,99.542%
malah bikin anggota kpps nmbah nambah mumet,negative,99.670%
tidak berfunsi,negative,98.813%
mayan susah,negative,99.684%
buruk sekali,negative,99.803%
aplikasi busuk gajelas,negative,99.830%
kurang muas,negative,99.582%
lelet susah masuk,negative,99.769%
niat milu ta ora,negative,98.429%
tidak beri ijin,negative,99.556%
kenapa gk bisa buka,negative,94.197%
buat puyeng kepala,negative,99.670%
tatai butut,negative,98.547%
semangat semuaa orang orang kpu,positive,98.015%
aplikasi ngk jelas,neutral,64.043%
banyak eror,negative,99.805%
masuk perangkap,negative,99.782%
bintang dulu,negative,41.379%
moga hari h pakai,positive,76.664%
ga bisa lojin welll,negative,99.352%
tulung ojo rewel,negative,99.636%
parah emang bikin resah,negative,99.810%
moga amanah,positive,97.459%
lodinggggggg pke banget,positive,98.040%
tahun ngapain ajh,negative,99.027%
parah gabisa login,negative,99.521%
bikin darah tinggi naik,positive,90.592%
ingin kata kasaaaaaaaaar,positive,64.583%
apk gin amat,negative,98.116%
monangis aja udah,neutral,93.915%
bikin susah orang,negative,99.735%
harus afa fingerprinr segala,neutral,68.817%
blum alam,positive,45.450%
main hebat,positive,99.581%
hadehhhh aplikasi nyusahin,negative,99.806%
susah unt msuk,negative,99.485%
bagong,negative,99.167%
bikin nyiksa orang sajah,negative,99.689%
bingung mau tulis,negative,99.223%
sirekap no siwaung yes,neutral,68.736%
sulit,negative,99.671%
kelas milu apknya canda,negative,93.225%
banyak kendala,negative,99.206%
susah loh,negative,99.601%
aplikasi nyusahin brok,negative,99.774%
baru dl udah eror asuuuu,negative,99.741%
duh te bisa buka,neutral,72.338%
susah masuk akun,negative,99.675%
mentok inisial,negative,99.608%
apk jelek sekaliii,negative,99.817%
atas perintah pss anggota kpps,neutral,99.600%
app bikin mumet,negative,99.664%
nda bisa guna,negative,98.692%
tes coba dulu,neutral,99.047%
moga bantu,positive,71.495%
ga bs masuk,negative,96.350%
apk jlk susah pake,negative,99.444%
resah masyarakat,negative,99.639%
kereeen tps margajaya,positive,97.591%
terlalu burukkk,negative,99.811%
kurang percaya,negative,99.742%
payah gak bisa buka,negative,99.731%
jangan maksainlah,negative,98.996%
banyak eror juihh,negative,99.790%
sirekap bikin milu darah darah,negative,99.104%
perlu,neutral,46.557%
ayok bisa milu damai indonesia,positive,86.392%
g bisa masuk,negative,87.668%
apk gak jelas tolol,negative,99.807%
jelek apk ribet,negative,99.794%
jadi anggota kpps,neutral,98.882%
simpan ft lama,negative,99.085%
g bisa buka,negative,83.111%
aplilasi bobrok,negative,99.625%
lelet apknya,negative,99.782%
kali jadi kpps,neutral,98.341%
bantu kerja kpps,neutral,98.239%
terlalu lambat pak,negative,99.722%
blm lolos uji,negative,98.202%
gk ada fitur hapus,negative,98.992%
terlalu ruwet,negative,99.757%
tambah beban kpps,negative,98.008%
jujur woy,positive,97.251%
bikin ngebleg hp otak,negative,99.237%
baru mulai,neutral,95.917%
tetap semangat kpu,positive,95.816%
kembang lagi ya,negative,67.323%
ada orang,neutral,76.437%
sudah siap,positive,87.937%
ok klu bigutu mh,neutral,70.606%
moga bisa bekerjasama,positive,64.514%
baru guna,neutral,37.559%
sido milu gak bos,negative,83.069%
susah masuk dih,negative,99.749%
tau ah males,negative,99.781%
aplikasi memyesatkan,negative,86.182%
cape gagal terus,negative,98.955%
susah buka,negative,99.650%
ingin ajar,positive,45.124%
eror muluu busettttt,negative,99.791%
terlalu lambat maszeh,negative,99.613%
pernah jadi anggota kpps,neutral,99.617%
aplikasi ruwet,negative,99.710%
aplikasi lo blug mara mumet,negative,99.809%
moga mantap,positive,98.938%
bikin pusing parah,negative,99.797%
hasil dana,neutral,75.851%
hari eror,negative,99.577%
aplikasi uji coba,neutral,98.971%
imfo pimilu dpd,neutral,95.345%
jangan paksa,negative,95.492%
kita pak hahaha,positive,68.554%
apknya eror,negative,99.627%
susah pakai,negative,99.684%
benar aja rugi,negative,99.736%
bukan buat kpu njir,negative,99.493%
susah d buka,negative,99.594%
baik kpu,positive,84.900%
ngrti cma kd paham,negative,93.069%
maaih uiji coba,positive,98.537%
eror kenapa ya,negative,99.564%
jelek apk,negative,99.808%
ra iso buka,negative,98.455%
butuh sabar,positive,97.912%
gawe mumet tok,negative,99.641%
sayang susah d buka,negative,96.894%
loading aja boss,negative,98.043%
susah sekali,negative,99.668%
awas ggl lgi,negative,99.403%
joss tenan,positive,99.487%
silieur mah,positive,74.188%
biar bintang jawab,negative,43.762%
apl kek kancuttt ruwet ra isok melbu,negative,99.502%
sirekap oh sirekapp,negative,46.130%
makin gak jelas,negative,99.774%
kpu biak numfor,neutral,99.506%
apl jelek,negative,99.822%
aplikasi gk guna,negative,99.676%
repot manusia,negative,99.755%
kek babi aplikasi,negative,99.768%
adil jujur,positive,99.476%
apk,neutral,48.610%
buruk bikin mumet kpps,negative,99.813%
aplikasi yg ribet,negative,99.627%
malah bikin mumet,negative,99.683%
gk jls ni aplikasi,negative,99.171%
aplikasi tain kolo,neutral,86.352%
lg coba,neutral,91.695%
akun resah,negative,99.652%
apk dungu,negative,99.740%
ingin info milu,neutral,99.689%
coba coba tingkat nasional,neutral,86.385%
ingin kata kasar,negative,99.786%
belum buka,neutral,52.196%
apk ampas nih,negative,98.278%
belum siap terimakasih,negative,98.460%
belum bisa d buka,neutral,96.820%
terlalu rumit,negative,99.707%
capek ngelike komentar,negative,99.722%
sulit login auntifikasi,negative,99.516%
terlalu lambat,negative,99.739%
dah hasil,positive,95.143%
baikkkk sekali,positive,98.961%
aplakasi mas belum maksmil,neutral,70.167%
g bisa login,neutral,55.007%
ribet susah masukny,negative,99.549%
lu asik sokin bg,negative,99.600%
cuman bikin ribet tugas kpps,negative,99.774%
makan korban,negative,98.249%
apk si ribet,negative,99.694%
pernah jadi anggota kpps,neutral,99.617%
males ah gasuka,negative,99.781%
susah masuk akun,negative,99.675%
bener aja,positive,95.561%
baik segera,positive,88.473%
jadi anggota kpps,neutral,98.882%
coba dulu,neutral,97.144%
sukses milu,positive,99.274%
eng jls aplikasi,negative,80.816%
aplikasi lola,negative,71.141%
gk bisa loogin,negative,99.653%
baik lagi,positive,99.093%
gagal mulu kak,negative,99.784%
susah,negative,99.667%
sulit,negative,99.671%
moga mendung,negative,64.305%
jelek skali,negative,99.822%
tarik,negative,95.364%
sulit pakai,negative,99.732%
kendala entah,negative,97.235%
versi ada yg baru kah,neutral,84.006%
aplikasi ore jelasss,neutral,53.946%
susah login pa admin,negative,99.362%
sangan bantu,negative,75.075%
gmn cuyy,negative,89.499%
sebal,negative,99.761%
apk sering eror,negative,99.655%
jengkel,negative,99.789%
apk tengah matang,positive,51.743%
resah,negative,99.704%
aplikasi yg buruk,negative,99.776%
kembali uang rakyat ,negative,90.589%
moga lncar,positive,96.283%
moga besok lancar,positive,90.214%
apk abal abal,negative,99.809%
ga bsa pake,negative,96.688%
gk bisa buka,negative,99.288%
blom bisa buka,negative,63.628%
inisial terus,negative,96.584%
kpu harus ganti it,neutral,95.771%
ga bisa wouii,negative,99.483%
bagai angota kpps,neutral,96.424%
apk bikin ribet,negative,99.735%
buat lelah kpps,negative,99.646%
aplikasi nyusahin orang,negative,99.775%
gk bsa buka,negative,98.304%
terus jaya kpu,positive,97.523%
menghawatirkan,negative,99.599%
aplikasi ra mutu,positive,60.940%
gk bs buka,negative,98.614%
aplikasi gk guna,negative,99.676%
beri sekali aja,neutral,91.670%
knp gk bs loding,negative,93.153%
baru ajar,negative,83.354%
baru coba,neutral,79.934%
tidak bisa akaes,negative,99.133%
sulit kpps,negative,99.520%
gabisa buka,negative,98.599%
mudah bajak,positive,94.755%
jangan sampe nglah,negative,97.448%
mantap jiwaaaaa,positive,99.731%
makin ok kpu sekarang,positive,97.907%
apk mlh mmpeesulit,negative,65.052%
gak bs masuk,negative,96.651%
moga makin baik,positive,98.597%
gx bisa loogin,negative,99.619%
kok erorr teruss siii,negative,99.732%
moga bisa bantu,neutral,88.534%
terlalu paksa,negative,99.733%
sering eror rugi kpps,negative,99.696%
moga sukses,positive,97.562%
moga aman amanah,positive,98.101%
sy rasa mantull,positive,98.318%
tetap baik,positive,98.996%
apk cacat banget,negative,99.794%
sedih,negative,99.687%
tps kp babakan kiara,neutral,98.569%
kawal suara rakyat,positive,80.971%
moga hasil baik,positive,98.560%
sirekap eror terus,negative,99.679%
gagal terus malesin,negative,99.814%
kendala aman,positive,95.480%
sngat bantu,positive,96.179%
moga berhsil,positive,95.076%
gk manfaat,negative,99.595%
buruk gk gna bbn,negative,99.775%
sengat bantu,negative,99.545%
apk kurang matang,negative,99.715%
hari h sulit,negative,99.581%
ngk guna,positive,46.535%
mana kpu woy,negative,97.446%
baik lagi,positive,99.093%
goreng visan,positive,76.980%
bayak masalahhh erorrrrr,negative,99.758%
jaring kurang sahabat,negative,99.573%
aplikasi go jelas,neutral,95.659%
ingin up det hasil milu,negative,54.870%
apk gak jelas,negative,99.729%
moga lebih baik lagi,positive,97.050%
baru mau masuk,neutral,98.509%
apk gk jelas,negative,99.721%
moga sukses milu,positive,98.438%
ga banyak ngomong akh,negative,99.764%
bener aja,positive,95.561%
moga sukses slalu,positive,96.976%
eror terus parah,negative,99.770%
nyiksa tugas,negative,92.795%
apk ga jelas,negative,99.694%
ganggu aje,negative,99.766%
aplikasi abal,negative,99.804%
cuma bikin repot,negative,99.779%
kpps sirekap,neutral,94.546%
oke bagus jga,positive,98.519%
moga bantu,positive,71.495%
ra masuk blas cok,negative,99.168%
moga lancan nati kpps,positive,87.227%
bagus skali,positive,99.583%
lodingnya lambat,negative,99.710%
ga jels lawak,negative,76.741%
sukses milu,positive,99.274%
sdh mau hri tdk jdi,neutral,80.726%
banyak eror,negative,99.805%
ga bisa masuk,negative,98.461%
lieurrr masuk,neutral,74.606%
ga bisa pake,negative,98.252%
jadi bahan coba,positive,94.641%
gk jelas bgt inj,negative,99.725%
jelek susa masuk,negative,99.804%
tidak pro banget,negative,99.812%
apk mak jelas,positive,35.744%
salah banhh,negative,99.763%
kna susah login ih,negative,99.383%
karna colong aja,negative,82.669%
msh bnyk kendala,neutral,51.743%
bodol sekali apk nya,negative,99.824%
pokok jelek,negative,99.814%
bikin susah tugas kpps,negative,99.697%
moga bisa bantu,neutral,88.534%
moga hasil,positive,95.904%
aplikasi aoleng,neutral,97.400%
gk bisa buka,negative,99.288%
nupi aplikasi,neutral,88.754%
moga untung,positive,99.061%
servernya busuk,negative,99.826%
apk gak jlas,negative,99.210%
sangat sesat,negative,99.807%
aplikasi ngk jelas,neutral,64.043%
gak mutu,negative,99.592%
menpersulit aja apk,negative,99.767%
eror kok ros,negative,99.678%
sukses milu,positive,99.274%
belum buka,neutral,52.196%
ingin masuk,neutral,97.819%
pasti lebih baik,positive,99.390%
sdh beberapa kali psng copot,negative,99.261%
gk bisa login,negative,99.002%
rumit masuk,negative,99.735%
gk bisa k buka,negative,98.431%
payah payah,negative,99.671%
apk gak jelas,negative,99.729%
bikin cepet bikin mumet,negative,56.316%
dua kata capek nunggu,negative,99.612%
dah cape banget,negative,99.800%
no komen,negative,93.766%
aplikasi ter brengsek,negative,99.645%
sangat sukah,positive,99.681%
moga bisa buka,neutral,85.967%
tidak recomended,negative,99.809%
jadi kpps kali desa,neutral,99.402%
sukses milu,positive,99.274%
payah repot,negative,99.678%
lalot rupa siput,negative,99.354%
aplikasi,neutral,80.867%
ya bgtu la,positive,92.242%
bagus haja pauk,positive,99.512%
erorr minta ampung dahh,negative,99.795%
burik sekali,negative,99.603%
malah makin ribet,negative,99.628%
tuluy we tuluy saacan sirah coplok mah mun sakirana teu bisa ngembangkeun apk na mending keneh neangan pagawe jangar kana sirah aing na ti milu kamar knh ku apk sirekap ieu,negative,98.133%
error u ea oogonek is not available in the font helvetica encoding winansiencoding,neutral,85.214%
account is disabled contact your administration maksud ya,neutral,99.495%
app ccd ganggu mulu,negative,99.669%
invalid login password or username,neutral,99.701%
apk heng gda krmajuan,neutral,57.037%
mk mxsxx zaft gg dfcccccccccccccc dr,neutral,97.251%
jos gandos neng bareng,positive,95.458%
pernah bagai anggota pantarli pilpres wapres bagai ketua tps pilpres wapres,neutral,93.472%
gilo alang kesaronyooooooo,positive,73.097%
kagal bisa log in,neutral,98.270%
aplikasi cacattt,negative,99.781%
mantap,positive,99.720%
ok,positive,94.440%
sulit login,negative,99.682%
bagus banget,positive,99.694%
ok mantab,positive,99.631%
alhamdulillah lancar,positive,98.463%
cukup bagus,positive,99.424%
baik,positive,98.442%
sat settt,negative,91.500%
aplikasi bosok,negative,72.302%
ribet kon,negative,99.690%
aplikasi kudet,negative,99.638%
sering error,negative,99.654%
aplikasi cacat,negative,99.677%
banyak bug,negative,99.691%
gabisa submit,negative,98.216%
aplikasi lot,neutral,71.609%
bikin susah,negative,99.693%
loading huhhhh,negative,94.163%
- aura,positive,68.716%
mantap,positive,99.720%
ribet,negative,99.690%
lieuuuuur,positive,99.009%
lot,negative,56.778%
gagall gagall,negative,99.564%
buruk,negative,99.797%
rudet,negative,95.509%
hehehe,positive,98.906%
bagus,positive,99.611%
oke,positive,90.627%
baik,positive,98.442%
nice,positive,99.226%
bagus,positive,99.611%
baik,positive,98.442%
awas,negative,74.070%
ok,positive,94.440%
kren,positive,87.437%
mantapppp,positive,99.696%
mantap,positive,99.720%
testo,positive,58.097%
oke,positive,90.627%
good,positive,99.417%
steady,positive,88.882%
cakep,positive,99.717%
bsik,positive,53.163%
terimakasih,positive,91.485%
mantap,positive,99.720%
lebih aman,positive,99.326%
sangat bagus,positive,99.657%
sedang dugunakan,negative,95.606%
sangat puas,positive,99.635%
oke banget,positive,99.573%
mungkin suka,positive,50.926%
bagai kpps,neutral,57.085%
kpu ok,positive,84.353%
ai sakirana apk can siap pake mah ulah waka titah install atuhlah kelas apk yg notabene milik kpu kos kieu patut nu baleg atuh nyieun apk teh ciga euweuh jalma pinter wae,negative,98.391%
aplikasi d ngu meakeun duit puguh plok,negative,98.603%
g update panggah g bisa dibukak,negative,97.671%
aplikasi payah,negative,99.744%
aplikasine ora jelas,negative,98.871%
apk butu gak jelas,negative,99.650%
apelikasih buzuk tak gune,negative,66.029%
sirekap pilkada kalosi alla enrekang,neutral,99.181%
apk busuk,negative,99.787%
mudah aplikasi nya,positive,98.063%
aplikasi bapuk,neutral,98.563%
koq ga bisa,negative,98.934%
prangkat tidak kompatibel rungkaadd,negative,99.337%
susah loading tetus,negative,99.677%
apk nya paya,neutral,70.351%
kenapa aplikasi nya tidak dapat bukak,neutral,86.669%
mantap sangat untung,positive,99.730%
susah,negative,99.667%
huuuu,positive,77.573%
eror,negative,99.764%
jos,positive,99.666%
gak update,negative,99.766%
aplikasi lucu,positive,98.878%
pilkada,negative,59.643%
ya mantap,positive,99.675%
mudah,positive,99.321%
luar biasa,positive,99.602%
sangat bagus,positive,99.657%
terima kasih,positive,84.050%
bobrok,negative,98.538%
gak jelas,negative,99.778%
aplikasi bapuk,neutral,98.563%
aplikasi bosok,negative,72.302%
aplikasi gagal,negative,99.579%
gk guna,negative,99.682%
belum terapdut,negative,98.188%
sangat buruk,negative,99.780%
server lambat,negative,99.754%
kualitas buruk,negative,99.806%
sangat jelek,negative,99.808%
developer tolol,negative,99.812%
butuh kalai,positive,72.617%
mantap sirekap,positive,99.624%
apk ngaco,negative,89.013%
eror mulu,negative,99.767%
aplikasi kocak,positive,98.897%
gk update,negative,99.749%
apk cacat,negative,99.689%
aplikasi gajelas,negative,99.805%
aplikasi error,negative,99.591%
aplikasi buruk,negative,99.782%
server jelek,negative,99.828%
aplikasi nob,neutral,94.919%
aplikasi sirekap mantap,positive,99.515%
lupa username password,negative,88.310%
app tdk jelas,negative,99.668%
parah,negative,99.768%
ancurrrrrrrrrrr,positive,91.034%
jelek,negative,99.810%
kocak,positive,99.398%
butut,negative,99.489%
bosokk,negative,99.186%
kecewa,negative,99.777%
giateeel,positive,93.615%
meh,positive,69.297%
bobbrok,negative,95.430%
susah,negative,99.667%
tidak profesional,negative,99.821%
jlek,negative,95.020%
masalah,negative,99.575%
busuk,negative,99.800%
gaguna,positive,88.224%
expired,negative,99.069%
aneh,negative,99.716%
sulit,negative,99.671%
percaya,positive,98.666%
siiip,positive,91.347%
bantu,positive,75.697%
manatap,positive,92.516%
bagussss,positive,99.619%
angel,positive,53.039%
terpecaya,positive,99.394%
muas,positive,96.477%
kereeennn,positive,99.152%
sirekap,positive,76.945%
baik,positive,98.442%
baguss,positive,99.551%
nice,positive,99.226%
konslet,negative,99.670%
bagud,negative,74.866%
nyala,negative,89.698%
mantab,positive,99.711%
mantappp,positive,99.714%
istimewa,positive,99.693%
top,positive,99.706%
bgus,positive,99.467%
benar,positive,98.471%
mantaf,positive,99.526%
cukup,positive,88.043%
ntap,negative,56.073%
best,positive,99.650%
afilkasi rudet,positive,75.732%
apkikasi baru,neutral,89.829%
sangat bagus,positive,99.657%
aplikasi bagus,positive,99.593%
ok banget,positive,99.606%
luar biasa,positive,99.602%
bagus cepat,positive,99.428%
sangat bagusssss,positive,99.677%
sirekap,positive,76.945%
sangat baik,positive,99.522%
sering eror,negative,99.721%
sangat mmba,positive,99.014%
sangat tepat,positive,99.428%
luar biasa,positive,99.602%
ok sipp,positive,93.820%
good luck,positive,97.510%
good apk,positive,98.973%
rasa puas,positive,99.546%
mantap,positive,99.720%
account is disabled contact your administrator arti knap tdak bsa login,neutral,99.348%
sakirana te bisa nyieun apk nggeus ntong nyieun matak ngalieurkeun ka masyarakat,negative,96.816%
l a l ll w l lwl,neutral,94.431%
tugas kpps pilih umum,neutral,98.616%
sangat tidak user friendly,negative,99.792%
aplikasi ngalilieur kpps,neutral,99.653%
aplikasi curang,negative,99.776%
pret,negative,95.238%
app tolol,negative,99.806%
aplikasi sampah,negative,99.477%
aplikasi bobrok,negative,99.686%
aflikasi goplok,negative,98.857%
enggak mutu,negative,99.297%
aplikasi pantekk,negative,93.703%
aplikasi sampah,negative,99.477%
app dontol,neutral,52.987%
amit ih,positive,98.938%
no komen,negative,93.766%
aplikasi gatot,neutral,92.491%
muhammad nur maulana,neutral,73.450%
paraaah,positive,91.706%
error,negative,99.742%
tatai,positive,88.619%
jelek,negative,99.810%
bututt,negative,99.507%
lanjut,positive,58.131%
sampah,negative,99.779%
mumet,negative,99.552%
manfaat,positive,99.304%
wow,positive,99.366%
quik,negative,79.195%
mantab,positive,99.711%
okr,positive,93.844%
ok mantap,positive,99.613%
mantap transparan,positive,99.657%
tolol anjing minimal upgrade dulu servernya anying ripuh aing jam peting masih keneh nyobaan upload sirekap tebisa bisa tai,negative,99.744%
sing baleg siatrh atuh ngajieun aplikasi teh loba salah na loba ngabug na loba loading na loba kakurangan na ieu pake jang nagara nu sangkut orang banyak kacau selakih semua orang ribut tuh garagara semua hitung salah euhh maha ieu gajih we gede bari jeung kurang gawe ngariwehkeun hungkul ceuk urng mah teu pantes ieu aplikasi jieun jadi standar ngitung surat suara cacat pis,negative,98.921%
aplikasi harus dapat lindung intensif aparat siber negara security is very weak for the calculation of the election this is really sloppy,neutral,67.219%
nek ora niat gawe aplikasi esok maneng ora usah gawe pak ngakeh akehi anggar tok,negative,98.008%
aplikasi ngak layak pakai mara ngelu butuh baik,negative,99.638%
aplikasi payah ngabusin duit negara aja parahhhhh,negative,99.797%
server down terus susah buat upload,negative,99.771%
aplikasi sikarep dewek rungkad ,negative,79.042%
mumet nggagas si rekap haish mbuh,negative,99.458%
bisa edit mau data todak valid,neutral,91.873%
kalah kalah aja ga usah protes pake nyerang rating bawah apk all in prabowo ,negative,99.504%
aplikasi ra cethoo ruwett,negative,98.943%
data salah mulu kacauuuw,negative,99.790%
upload data hampir jam myterr terruusssss,positive,45.756%
aplikasi butut nggarai ngelu,negative,86.915%
aplikasi paling ngrepoti,negative,99.479%
no comment,negative,83.628%
aplikasi sampah,negative,99.477%
aplikasi semrawut,positive,91.338%
aplikasi lot ,neutral,71.609%
sirekap sangat penting sekali,positive,93.889%
nyusain sumpah,negative,99.592%
suka error,negative,99.756%
susah masuk,negative,99.724%
aplikasi abal,negative,99.804%
the worst app ever,positive,98.479%
aplikasi ntut mburut,neutral,86.776%
ga bisa log in,negative,93.645%
job not completely,negative,96.936%
aplikasi bapuk pakai,neutral,99.384%
aplikasi opo iki,negative,99.082%
dosa kau,negative,99.775%
untrust buruk,negative,99.784%
aplikasi jancook,neutral,82.805%
sangat buruk,negative,99.780%
kpu gblk,neutral,97.164%
joba buka mantau si rekap,neutral,40.184%
sak sir kap kap,negative,79.083%
sangat burukkkkk,negative,99.802%
coba coba,neutral,67.695%
coba dulu,neutral,97.144%
siap matep,positive,98.861%
sering ngelek,negative,96.724%
pusingggg,negative,99.758%
sangat ok,positive,99.592%
dpd ri,neutral,90.220%
pantau terus,neutral,98.062%
ga guna,negative,99.727%
apk tai,negative,99.482%
produk gagal,negative,99.768%
bad bro,negative,99.657%
system error,negative,99.714%
susah akses,negative,99.715%
jelek banget,negative,99.826%
apl abal,negative,99.795%
gak guna,negative,99.634%
parah banget,negative,99.792%
ga jujur,negative,99.812%
beban kpps,negative,92.065%
aplikasi gagal,negative,99.579%
aplikasi curang,negative,99.776%
aplikasi laknat,negative,99.184%
eror ngentit,negative,99.777%
aplikasi jelek,negative,99.823%
aplikasi ampas,negative,81.364%
aplikasi nyusahin,negative,99.786%
aplikasi eror,negative,99.671%
gabsa login,negative,93.923%
aplikasi asu,neutral,89.773%
ngak bisa,negative,99.713%
kurang profesional,negative,99.788%
gaguna sii,positive,52.717%
gk jelas,negative,99.764%
apk terbusul,negative,76.850%
apk busuk,negative,99.787%
aplikasi busuk,negative,99.789%
aplikasi dodong,neutral,90.947%
apk gajelas,negative,99.793%
kurang manfaat,negative,99.777%
aplikasi amburadul,negative,99.627%
buruk banget,negative,99.813%
apk kntl,neutral,87.710%
apk ampas,negative,97.027%
aplikasi eror,negative,99.671%
gagal mulu,negative,99.772%
sigh in gbs,neutral,79.181%
aplikasi burekkkkkkk,negative,99.686%
sudah login,neutral,99.420%
nol bensar,negative,89.608%
aplikasi bug,negative,99.435%
rugi donk,negative,99.752%
not respeck,negative,94.725%
bad aplikasi,negative,99.721%
susah buka,negative,99.650%
apk buruk,negative,99.789%
gakbisa login,negative,98.591%
banyak trouble,negative,99.577%
aplikasi semrawut,positive,91.338%
aplikasi bujat,neutral,81.855%
belum layak,negative,99.615%
kaga jelas,negative,99.734%
bikin susah,negative,99.693%
aplikasi badut,negative,59.275%
aplikasi mubazir,negative,99.745%
baik,positive,98.442%
apk memang ok,positive,92.507%
gaguna,positive,88.224%
helehhh,positive,91.986%
kacau,negative,99.782%
sampah,negative,99.779%
buruk,negative,99.797%
gapte,negative,95.548%
payah,negative,99.744%
jlek,negative,95.020%
tidak akurat,negative,99.778%
amburadul,negative,99.626%
kurang,negative,99.435%
rewel,negative,99.771%
astaghfirullah,negative,98.183%
bosook,positive,97.897%
curang,negative,99.802%
down,negative,99.624%
ngelegggggggggg,negative,99.114%
lot,negative,56.778%
rungkad,negative,93.012%
payah,negative,99.744%
tak gune,positive,67.593%
useless,negative,83.404%
ngantuk,negative,99.746%
jelek,negative,99.810%
tidak falid,positive,89.894%
tidak kompeten,negative,99.800%
mempersulitttt,negative,99.701%
mantap,positive,99.720%
reng,negative,77.905%
josss,positive,99.584%
linmas,neutral,94.370%
bagua,positive,94.171%
okeh,positive,84.193%
sukses,positive,99.359%
mantaaap,positive,99.651%
sipppp,positive,98.760%
bagus juga,positive,99.572%
pas,positive,99.192%
sampah,negative,99.779%
aplikasi an,neutral,70.625%
payah,negative,99.744%
ruwet,negative,99.232%
kok lot,negative,54.218%
tps pilpres february,neutral,98.103%
raiso login lekkk kukut waee nek rung siap gunakne sirepak online rasah nganggo,negative,96.613%
terimakasih kpu,positive,94.821%
aplikasi bapuk nek ra niat rasah nggo sirekap cokkkkk su gatel,negative,99.531%
najis aing make aplikasi ieu deui nyusahkeun gawe aing bgstttt,negative,99.811%
server down gabisa upload form-c,negative,97.266%
lier goblog aplikasi butut ngadon jangar ka aingna,negative,99.252%
sakirana acan bisa pake mah tong paksakeun atuh,negative,99.354%
aplikasi bug server down disalahin kpps,negative,92.852%
jelek pa mon maap,negative,99.826%
payah invalid username password trs,negative,99.264%
lama kaliii ndasku mumet ndasmu piye,negative,99.641%
wuh megel megeli uwong ae,positive,70.395%
masii banyakk eror end bug,negative,99.659%
apk blug kopok aliass bosok,negative,99.666%
iso bikin apliksi ora cuk,negative,97.588%
gateli gawe sui tok e,negative,99.688%
sirekap error service,negative,99.465%
nggak ada fitur log out,neutral,88.367%
bagus aplikasi walaupun pakai hp jadul ram minim lancar cepat,positive,98.771%
lot amat co apk ko kaya gin,negative,91.713%
nu baleg error kieu teu ka pake,negative,99.525%
bagaimana kalau lupa user name,negative,97.437%
lupa password gimana ya ka,negative,55.874%
ora nyedil blas,negative,99.250%
ra iso ngepap njinggg,negative,99.464%
apl abal semua reng,negative,99.733%
login ertor pas updated,neutral,99.230%
apk busukk selalu trouble,negative,99.536%
aplikasi memudharatkan orang wuhahahahha,positive,98.771%
apk nya banyak bug,negative,99.678%
apk tdk sesuai harap ketika hari h down,negative,99.555%
invalid username or pasword,neutral,99.724%
susah ummat dollor,negative,99.669%
kenapa infalid email or password,neutral,97.804%
aplikasi buruk,negative,99.782%
bad sad,negative,88.431%
smoga lancar,positive,95.764%
susah log in,negative,99.685%
jelek menghambatt,negative,99.659%
aplikasi buruk,negative,99.782%
meribetkan dech ,positive,96.760%
aplikasi aneh,negative,99.630%
brokennnnnn,negative,99.240%
aplikasi ruwet,negative,99.710%
ripuh bet,positive,59.974%
ga becus,negative,99.555%
enggk bisah masuk parah,negative,99.803%
error trus,negative,99.700%
masih beta,neutral,97.000%
aplikasi kw,negative,96.362%
produk gagal,negative,99.768%
aplikasi gak genah,negative,99.434%
susah log in malah,negative,99.586%
the real beban negara,negative,97.779%
apk susah,negative,99.615%
server sering down,negative,99.573%
ngarudetkeun sa indonesia,negative,88.668%
burikkk woyyy nyusahiiiinnnn,negative,99.693%
apk aneh,negative,99.731%
aplikasi proyek,neutral,86.631%
sangat buruk,negative,99.780%
worst app ever,positive,96.909%
aplikasi dontol,neutral,94.515%
bintang sudah mama gifmu,neutral,82.847%
mantap djiwa,positive,99.595%
susah login,negative,99.674%
pusieng,negative,94.148%
bohhh karepmu,negative,93.533%
aplikasi bobrok,negative,99.686%
lama lot,negative,99.632%
lumayan,positive,99.459%
lelet bgt apk inj,negative,99.757%
mdhwn lancar ketika d guna,positive,95.869%
bermaslaah jaring up down,positive,89.399%
baru login ga error,positive,91.208%
lebih tingkat kn mas,positive,91.244%
invalid username or password,neutral,99.725%
