content,score,label
aplikasi sperti masih pakai,99.248%,neutral
yg bisa harap aplikasi bawa perintah astagaaaaa,88.057%,neutral
udah uji coba dulu sesi login masih ngga bisa,84.505%,neutral
upgrade lagi min server nya kalo gak naik bakaln down hari pelaksanaanya,70.624%,neutral
ngabusin kuota uninstal terus suruh instal lagi,67.108%,neutral
aplikasi tidak bisa guna mohon arah nya,97.477%,neutral
baru download trus mau login tulis nya aplikasi sudah tidak guna punya perintah lho wkwk,75.148%,neutral
kenapa kita ga bisa masuk akun sirekap,75.864%,neutral
ikan buka aplikasi sirekap ikan buka aplikasi sirekap,99.618%,neutral
aplikasi logout sendiri ketika mau login lagi tidak bisa padahal belum bisa login normal password yg sama nah skrg jadi tidak bisa padahal username password sudah sesuai,70.669%,neutral
suruh download apk tapi apk nya muncul tulis versi tidak bisa guna,81.978%,neutral
tolong pak admin sedia versi ios anggota kpps user ios tidak bisa guna aplikasi sirekap,99.728%,neutral
tolong kalau bisa penting scan guna kamera bisa tomatiskan kamera utama bukan kamera ultrawide agar tidak buram terimakasih,89.052%,neutral
aplikasi versi in tidak bisa guna,68.708%,neutral
tolong bantu kenapa aplikasi tidak bisa buka saat cek inisial,97.247%,neutral
aplikasi blm utuh jadi harus juga ditambahin menu tambah file upload foto biar bisa lebih jernih atau klo gk tambahin biar bisa fokus pas foto,61.519%,neutral
adhityofidausputra,93.027%,neutral
apkm tdk dpt d buka,54.692%,neutral
ada orang,76.437%,neutral
min boleh minta link dev staging utk latih uji coba,99.789%,neutral
lurah sukamulya camat sukamakmur kabupaten bogor pwtopinsi jawa barat,99.775%,neutral
yg belum dapat notiv gimana,73.906%,neutral
baca sendiri dah comment atas,94.350%,neutral
kenapa dihp tidak bisa log in padaha username password nya sudah sesuai beri kpu,81.405%,neutral
joba buka mantau si rekap,40.184%,neutral
aplikasi sirekap sangat bantu tetapi sayang nya tempat belum bisa masuk,56.562%,neutral
kenapa tiap daftar gak bisa terus mau update tapi gak ada pilih update nya,59.894%,neutral
tidak bisa pakai login,87.563%,neutral
digitalisasi  overload server maintenence provider minimal andtoid perintah sudah antisipasi timbang point,99.173%,neutral
tiap mau masuk aplikasi selalu gagal dapat sertifikat digital tapi kalo hp samsung buka selalu bisa tapi hp merk oppo tidak bisa d buka sirekapnya mohon bantu min,90.603%,neutral
jdi aplikasi atau website xixixixi,76.936%,neutral
inisial gagal trus mohon bantu,86.665%,neutral
milu lohh moment penting malah mau coba coba pakai apk hitung suara akan pakai serentak bakal efektif atau tidak nanti pas hari h,85.837%,neutral
aplikasi kelas sdm perintah,98.664%,neutral
aplikasi belum jadi udah dipake,99.252%,neutral
masuk passport email juga tidak bisa masuk,95.150%,neutral
sdh mau hri tdk jdi,80.726%,neutral
sudah beberapa kali instal hapus aplikasi gak tau hp login bisa tetapi submit profil tidak bisa gak tau kok bisa jadi seperti ya,71.392%,neutral
aplikasi sirekap tidak bisa login padahal sudah masuk username password benar,98.867%,neutral
aplikasi tdk pungsi pas mau masuk pakek password dri kpu username password salah dia bilang,88.514%,neutral
aplikasi burik malah nyalahin ponsel kppsnya ,56.742%,neutral
mohon segera benah turut keluh guna sirekap ingat jadwal milu sudah dekat hari h,85.269%,neutral
telah update dr versi jadi tidak bs login,99.089%,neutral
tidak bisa login gagal dapat sertifikat digital,86.983%,neutral
aplikasi tidak ada menu login logut susah pantau akun kpps kalo tidak bisa keluar masuk akun,90.548%,neutral
tidak bisa instal lalu app store guna i phone,98.429%,neutral
aplikasi masih ujicoba langsung dipake hari milu ckckck klo mau digitalisasi count mohon siap tahun utk ujicoba ketika milu sudah siap gausah babibu hanya perlu bimtek,74.573%,neutral
app force close on mediatek hio g,99.197%,neutral
kenapa ya pas log in ga ada pilih kpps cuman ppk doang udh diinstal ulang tetep sama mohon bantu admin,89.894%,neutral
invalid username or password gituaja terus,99.590%,neutral
mohon bantu aplikasi tidak bisa d guna,97.726%,neutral
tolong buat kamera seperti kelola daftar hadir bisa fokus cerah warna biar bisa auto fokus foto presiden tidak seperti demikian aplikasi alat bantu atau alat sulit kerja anggar pasti besar,52.805%,neutral
hp yg ga suport aplikasi reng sih tanggal nov loh besok mau bimtek gimana,54.345%,neutral
sudah tanggal gin app masih masalah tidak bisa guna app seperti belum sepenuh siap ya,50.723%,neutral
harus afa fingerprinr segala,68.817%,neutral
tidak bisa akses telah update versi,96.386%,neutral
saat guna apk nya simulasi kamera hp hasil nya gelap foto c hasil tapi saat menu kelola daftar hadir kelola tanda terima jadi khusus kamera normal jadi terang lagi mohon solusi nya,88.888%,neutral
kerja kembali part ii hitung ulang kec tanjung senang bandar lampung,99.759%,neutral
jika kita lupa dgn sandi akun nya bagaimana kita bisa masuk lagi aplikasi mohon arah,97.850%,neutral
login msih lot smpe skarang blom bisa,87.674%,neutral
kalau bisa saat ambil foto bisa fokus seperti kamera biasa biar gambar bisa lebih jelas fokus usul upload app store juga,97.112%,neutral
tolong jika kpps suruh guna aplikasi mohon perhati log in aja susah bagaimana mau guna user name password resmi kpu tapi saaat mau guna log in selalu invalid,54.293%,neutral
ada yg tau cara atas jika tiba kata sandi salah padahal awal emang kata sandi seperti,98.154%,neutral
uda kali mendownload tapi notifikasi blom masuk,92.006%,neutral
aplikasi sidi update malah tidak bisa login,69.952%,neutral
blom bisa log in entah kenapa hp android yg kurang support atau apk nya tetep coba terus,72.587%,neutral
tidak bisa login aplikasi sirekap,99.159%,neutral
kenapa tidak bisa log in,94.758%,neutral
kenapa ya kok invalid username or password terus saat buka,94.251%,neutral
harus pakek pingerprin segala oi aplikasi ngk cukup pakek pola atau pin akah soal hp awak ngk ada pingerprin nya oi,91.255%,neutral
gak ada opsi lain,34.009%,neutral
harus pandu supaya gampang,98.786%,neutral
proses inisial muter terus apk knp ya min,57.205%,neutral
apk baik cuma kadang muter karena lagi banyak pakai ya,91.860%,neutral
tolong lebih d tingkat segera mungkin aplk krn tidak mgkn sy mesti kumpul buat bimtek ulg krn tdk bs login sj,96.442%,neutral
inisial masih gagal terus mohon baik cepat,60.324%,neutral
tidak bisa login,83.711%,neutral
udah dpt username and password kpu lewat whatsapp coba log in suruh bikin password baru telah coba log in pakai password baru malah kembali beranda lagi coba masuk lagi kembali beranda lagi begitu trs,83.366%,neutral
masih banyak kendala mohon baik lagi,91.118%,neutral
sementara bintang karena telah update akhir gak bisa login seperti belum,82.774%,neutral
bagai anggota kpps sirekap sekarang tgl februari sudah pasuk h- tp login aplikasi tidak bisa trus bagaimana besok pas hari h,94.454%,neutral
username password invalid,99.364%,neutral
sudah hari login gak bisa masuk tolong kondisi harus tunggu orang gitu,66.391%,neutral
harus optimal lagi apk agar saat milu serentak nanti tidak ada bug yg jadi,64.488%,neutral
masih tahap pasang aplikasi sudah banyak kendala bagaimana nanti ketika akan guna serentak tak sanggup bayang salam sehat selalu juang pesta demokrasi,53.957%,neutral
aplikasi ore jelasss,53.946%,neutral
udh coba masuk dr hp toh gabisa juga,92.774%,neutral
invalid terus gabisa masuk,84.189%,neutral
beda kelas aplikasi usaha swasta,60.505%,neutral
selalu gagal login hampir minggu gagal terus sudah coba pakai cara tetap sama,79.027%,neutral
otentifikasi kata sandi sidik jari selalu gagal,93.939%,neutral
invalid terus padahal username password nya udah bener,89.536%,neutral
aplikasi tidak bisa d buka harus guna sidik jari tetep aja g buka,94.196%,neutral
bagaimana cara atas gagal dapat sertifikat digital failed to store private key,56.270%,neutral
belum bisa update versi yg baru min gimana cara,79.821%,neutral
aplikasi tidak bisa buka sedang ada baik tolong beri tanggap atau contract person buat lapor keluh,92.790%,neutral
yuk bisa yuk,98.127%,neutral
android ga support min minta tlg turun agar bisa akses utk adr,98.752%,neutral
saran nih min sedia in fitur saat inisial selain fitur sidik jari jadi bagi tidak bisa sidik jari bisa langsung pilih fitur lain,99.662%,neutral
tidak bisa loging aplikasi sirekap,98.043%,neutral
habis baru pas mau login username pw salah gimana ya kak,78.165%,neutral
aplikasi asu,89.773%,neutral
mohon buat pandu guna sirekap bentuk video atau pdf jelas terima kasih sehat selalu,99.315%,neutral
aplikasi ngk jelas,64.043%,neutral
kenapa seta update v gak bisa login padahal belum versi bisa,53.196%,neutral
belum bisa login juga,97.611%,neutral
masih perlu benah,47.868%,neutral
kenapa aplikasi sirekap kadang sinyal kurang,63.191%,neutral
usah satu hari satu mlm tidak kunjung bisa login padahal sudah input data sesuai yg d mintak moga dapat gunakann,54.959%,neutral
br pertama harap maklum klw bnyak kurang,92.775%,neutral
selalu gagal login tidak bisa dapat sertifikat digital mohon segera baik,88.118%,neutral
telah update tidak bisa login kata username pasword invalid pdhal data masuk semua sudah cocok,99.242%,neutral
min mau nanya mau laku inisial aplikasi knpa error terus ya min terang gin gagal dapat sertifikat gita failed to store private key guna hp google pixel hpnya yg ngga support ada atur hp yg harus setting kembali ya min mohon bantu min,71.837%,neutral
sudah download dua link langsung kpu tapi tidak bisa guna,90.367%,neutral
susah masuk nyaa gagal gagal lg tolong klo buat aplikasi yg mudah login nya,54.048%,neutral
h- tapi masih gagal login,87.834%,neutral
b u r u k,41.797%,neutral
bismillahirrohmanirrohim feb,89.413%,neutral
sering update tapi masih aja banyak kendala kalau kaya gin terus kasi anggota sirekap,90.944%,neutral
diandroid versi atas kaya ga bs ya akhir pakai android bisa ganti hp punya istri dulu,96.974%,neutral
yg gagal pakai hp kpps yg ada sidik jari login pakai email nomer yg anda pakai tadi wil purworejo alhamdulilah jdi semua,99.237%,neutral
dear developer baca deskripsi aplikasi kompatibel os atas akan tetapi sampai oleh kpu os atas mohon perhati tidak semua user sirekap rutin mengupdate os gawai guna terimakasih,88.045%,neutral
aplikasi tidak bisa buka tolong baik tulis aplikasi versi tidak bisa guna,92.085%,neutral
baik dulu aplikasi baru publish tunggu versi baik milu akan datang,97.576%,neutral
tolong inj baik lagi apk y agar mudah login,97.790%,neutral
juruani susanti,81.136%,neutral
tidak bisa login,83.711%,neutral
masih selalu login,99.538%,neutral
supaya bantu,92.467%,neutral
punya nggak bisa buka aplikasi sirekapnya min mohon solusi,95.637%,neutral
tolong kasih upload galeri misal ga baca bisa upload ulang misal klo semua berkas udah bawa kpu masih bisa upload galeri tolong kasih fitur,98.928%,neutral
kenapa gak bisa log in saudara saudara ada alami hal sama seperti min tolong buat app benar,54.146%,neutral
bantu kerja kpps,98.239%,neutral
aplikasi,80.867%,neutral
aplikasi mohon baik karena yg saat ckup sulit,62.878%,neutral
lg coba,91.695%,neutral
ngk bisa masuk,97.468%,neutral
knp tdk bisa login pdhl username password sdh benar,97.884%,neutral
kenapa aplikasi tdk bisa utk inisial sidik jari padahal sdh update tdk bisa masuk login aplikasi sirekap dear developer sudah siap sbgai media transfer kenapa masih blm bisa masuk login sedang milu feb se-indonesia lho,98.187%,neutral
saat apk masih banyak kendala kita selenggara milu harap apk harus baru atau atas masalah kendala ada,98.503%,neutral
sementara bintang dulu kalo sudah fungsi nanti tambahin dehhh,76.427%,neutral
aplikasi nya kenapa sih gabisa login tolong benerin karena mau segera pake nih,51.194%,neutral
tetap tidak bisa masuk,60.916%,neutral
aplikasi antu b e l a u,95.353%,neutral
tolong baik agar yg pake prosesor mediatek bisa akses,99.288%,neutral
belum bisa login,98.632%,neutral
apk nya nggk bisa buat log in,92.929%,neutral
mudah tanggal februari nanti sirekap ada baik-bail,54.058%,neutral
proses inisial banyak makan ,75.122%,neutral
khusus buat developer sirekap nih bikin aplikasi tuh buat fitur reset lupa password biar gampang orang orang tuh kalo lupa password ga harus kontek sana sini,87.064%,neutral
pakek hp vivo v awal bisa login tapi telah update blm bisa login sampe sekarang,98.968%,neutral
mengapa tidak suport guna iphone iya mesti beli hp baru,97.401%,neutral
kasih dulu blm pake buat kerja sblmya login agak susah entah dr kuota atau sinyal tp stlh tengah mlm alhamdulillah bs,99.273%,neutral
sini yg masih belum bisa,94.104%,neutral
admin knp masih blm bisa login telah update versi,93.890%,neutral
gak bayang aplikasi ngbug saat guna serentak february,48.782%,neutral
kenapa tidak bisa login aplikasi sirekap,99.392%,neutral
udh deadline tgl feb msh ga bisa log in,73.678%,neutral
test dulu,96.534%,neutral
gin aja terus tiap pilih kasih bintang,92.152%,neutral
sy gk bisa masuk d aplikasi sirekap kpu padahal sudak punya pasward n username gmn,75.610%,neutral
kalau diupdate versi yg baru tidak hilang c hasil yg sudah foto,96.705%,neutral
segera d update lagi hasil gambar burem,82.851%,neutral
apk gembel suruh update tapi gak bisa instal,68.783%,neutral
ijin tanya bisa isi data sirekap lapto sudah singkron wa terimakasih,99.404%,neutral
habis upgrade aplikasi sirekap ko malah gx bisa buka ada cara biar bisa dapat masuk lgi,78.587%,neutral
update terus malah sekarang ngk bisa login,88.200%,neutral
bagaimana cara kembali username password hilang delete mohon masukanya,97.053%,neutral
cara daftar nya gmn kok gak ada,52.402%,neutral
punya belum bisa login sampai sekarang mohon konfirmasi,99.650%,neutral
aplikasi belum siap guna harus jgn dulu luncur,73.963%,neutral
apk nya tidak bisa buka hp tolong bantu,94.000%,neutral
mohon pihak it baik bagaimana telah ganti sandi malah gak bisa buka,94.296%,neutral
pagi nyoba login gk bisa gagal terus tolong digitalisasi tapi servernya juga pada,90.178%,neutral
tidak bisa login padahal user paswod sudah sesuai,96.294%,neutral
tolong versi kembali sja,85.282%,neutral
banyak gagal log in guna android atas tolong baharu agar semua jenis perangkat bisa support,98.532%,neutral
telah update versi baru tidak bisa login username invalid,99.575%,neutral
aplikasi mengcape,97.993%,neutral
tidak bisa login padahal kata username kata sandi benar,98.443%,neutral
tolong mudah login nya msh blm bs log in pdhal milu sebentar lagi gimna sya bs kerja kalo login apk sja blm bisa,92.465%,neutral
tidak bisa masuk kak ayo semangat baik,55.342%,neutral
tolong min email tidak bisa masuk sirekap notivikasi sudah ada tapi tidak bisa masuk,98.292%,neutral
saran nya aktif mode ambil foto galeri,99.744%,neutral
gimana cara cari lokasi pakai nik lewat sirekap,99.342%,neutral
apresiasi setinggi-tingginya kepada kpu upaya go digital harap bagai masyarakat bagi kpps terus tingkat mudah akses juga tingkat aman bagai macam cyber let s goo,60.978%,neutral
ingin masuk,97.819%,neutral
masih belum bisa,90.927%,neutral
tolong muda cara masuk,98.608%,neutral
mau login aja g bisa,65.604%,neutral
masih manual penginputannya,99.189%,neutral
bisa jadi alat bantu bisa langsung maupun memper cepat inpormasi negara,95.153%,neutral
milu sebentar lagi moga ada baik aplikasi agar tidak banyak lagi permasalahn seperti saat login,76.471%,neutral
tolong segera d baik waktu tinggal beberapa hari lg,92.605%,neutral
aplikasi tidak bisa guna error terus tiap kali coba hp androit padahal versi androit tpi masih tidak bisa masuk buka lewat web laptop tampil aplikasi tidak muncul hanya ada cek surpei bagai mana bisa guna tgl februari yg tinggal hitung hari jika begini terus aplikasi mohon buat pers pc laptop agar yg hp tidak bisa masih bisa masuk laptop bpk ibu,63.490%,neutral
ga bisa update harus uninstall dulu yg ga bisa langsung update,96.684%,neutral
tolong bantu buat usernem aspord sy sekarang,99.179%,neutral
bismillahirrahmanirrahim ,96.594%,neutral
baru coba,79.934%,neutral
sampai sekarang apk nya masih belum bisa login,96.837%,neutral
sudah aktivasi tiba saat mau login lagi tidak bisa lalu ulang step awal clear data kemudian coba aktivasi kembali lalu link kpu juga tetep tidak bisa mohon tunjuk,95.043%,neutral
kunci lap saat akan masuk login sirekap butuh sabar ektra tinggi,99.078%,neutral
mungkin bisa tambah button reload refresh data yg sudah diinput,99.685%,neutral
tidak bisa k ubah lgi sandi saat kita lupa pasword,84.317%,neutral
telah update tidak bisa login invalid username or password sekarang tidak bisa login perangkat telah daftar akun,99.463%,neutral
perlu kaji ulang,86.277%,neutral
aplikasi sampah buang anggar negara,80.578%,neutral
mohon perbahurui apk nya krna saat login gak bisa msuk,98.013%,neutral
moga bisa bantu,88.534%,neutral
aplikasi lumayan guna pilih,86.054%,neutral
toolongbdong apknya sudah tdk bisa pakai versi,93.142%,neutral
suruh pakai aplikasi kpu minta kita download tapi versi sudah tidak dapat guna lagi haloooooo,68.680%,neutral
you must be kidding me  this application is very bad the election is coming soon  if we arent ready you guys waste time,49.436%,neutral
app dontol,52.987%,neutral
buat app support semua device device tidak support,97.518%,neutral
mudah ambil gambar supaya bisa d galery yg simpan,84.981%,neutral
sudah bisa login belum,99.650%,neutral
proses inisial masih belum bisa,99.395%,neutral
coba coba,67.695%,neutral
aplikasi masih butuh baik,64.450%,neutral
apk meta baca via hasil foto tp paslon sesuai up sesuai foto mending pake excel,94.961%,neutral
yg buat aplikasi jurus tata boga ya,99.575%,neutral
masih blum bisa login harap ada bijak tidak perlu pakai app nya,99.649%,neutral
tidak bisa buka ling nya,52.325%,neutral
saat lupa sandi yg harus laku mohon jelas,98.047%,neutral
bantu rekap semua hal yg sangkut mungut suara,84.629%,neutral
errorr log out telah update tidak bisa log in,62.360%,neutral
aplikasi tek kendala nya sama aja,60.853%,neutral
aplikasi taeeek,47.093%,neutral
nanti lama baru bisa buka,96.437%,neutral
kalau lupa password akun bagaimana cara pulih yah,95.916%,neutral
msh blm bisa aja nih,79.222%,neutral
perlu banyak lagi kembang sistem y supaya tidak down pas hari-h y,93.019%,neutral
aplikasi asu,89.773%,neutral
log in bisa tapi pas aplikasi verifikasi ga bisa terus tolong tingkat kak soal harus pakai serentak februari,99.126%,neutral
kasi bl bintang dulu soal belum bisa login,99.408%,neutral
kenapa tidak bisa masuk banyak kemdala mohon baik lagi,41.856%,neutral
kenapa ya punya terang aplikasi sudah guna perangkat,98.167%,neutral
sudah ganti password tapi saat aplikasi gak bisa log in,97.203%,neutral
masih gagal laku inisial ganti pasword hapus terus download aplikasi lagi hasil tetep sama mari kita update versi baru moga bisa login sukses,47.410%,neutral
tidak bisa masuk access token is invalid terus padahal sudah ganti pass tinggal masuk udah coba uninstall ulang masih tetap sama mohon bantu,95.364%,neutral
butuh patner kembang aplikasi gk buang buang anggar,78.520%,neutral
lot saat login,99.488%,neutral
bisa tolong bantu milik pertama sudah log in kemudian log out sendiri kemudian log in kembali password salah terus jd tidak bisa log in,97.060%,neutral
aplikasi freze terus,68.349%,neutral
apk macam masa username sama pw udah sesuai kok malah invalid,50.447%,neutral
ambil gambar tolong baik bapak ibu admin karena sangat lambat supaya admin sirekap tidak lambat kerja nanti hari h terima kasih,60.801%,neutral
dana elit aplikasi sylittt,99.284%,neutral
tolong versi androidnya turun minimal jadi andro karena banyak ibu bapak desa pakai android,94.880%,neutral
nggak ada fitur log out,88.367%,neutral
akses apknya mungkin perlu tingkat cepat solanya seluruh indonesia akses,87.665%,neutral
udah ada bisa login,99.635%,neutral
jadi anggota kpps,98.882%,neutral
kelas perintah bikin aplikasi begini wkwk,50.605%,neutral
username sudah kasih pihak kpu tapi mau log in username invalid,98.985%,neutral
cara atas perangkat sudah daftar no,99.704%,neutral
cb baik udah dekat hari h masa yg bisa support hp lama hp br g bisa support,72.651%,neutral
tid k bs login smsek,99.597%,neutral
pernah jadi anggota kpps,99.617%,neutral
device infinix note pro ram gb rom gb versi android tidak bisa login terang gagal dapat sertifikat digital,92.549%,neutral
mohon siap matang aplikasi blm bisa guna dg baik,95.239%,neutral
ngk bisa pp,88.666%,neutral
sering update padahal apk blm pernah pakai ,93.986%,neutral
solusi utk yg gak ada fingerprint,99.583%,neutral
tidak bisa login,83.711%,neutral
sandi eror terus bagaimna cara ubah sandi agar dapat masuk,90.604%,neutral
banyak kurang nya mohon baik lagi sistem nya,63.919%,neutral
tolong tingkat kualitas gambar yg hasil app kamera cukup baik tp gambar yg hasil jadi tidak jelas tambah fitur manual focus flash,88.640%,neutral
aplikasi delay lot tidak bisa login,96.460%,neutral
gak bisa login mohon info min,99.352%,neutral
aplikasi serasa baru bikin beberapa hari login tidak bisa,50.787%,neutral
apkikasi baru,89.829%,neutral
mohon segera d baik aplikasi krn milu hitung hari aplikasi susah login banyak kendala,70.803%,neutral
tidak bs login,66.010%,neutral
berapa banyak waktu buang dar bisa login kerja sampe gak fokusa tidur malam juga gak nyenyak bela in tengah malam bangun buat login tapi hasil sama,66.229%,neutral
tidak bisa kunci data device xiaomi pad,89.541%,neutral
tes coba dulu,99.047%,neutral
bintang bicara,62.900%,neutral
kenapa gak bisa login padahal sumasukan agmail passwordnya sudah benar,93.469%,neutral
gw kasih bintang lima buat si rekap tolong tingkat admin jaring aplikasi,98.896%,neutral
aplikasi musingkeun sararea,88.288%,neutral
tompes tak sa-bisa,96.349%,neutral
tidak bisa ambil foto tiap buka kamera langsung logout,57.141%,neutral
kalau belum fix harus jangan guna dulu milu skala besar uji coba dulu milu tingkat kabupaten atau kota,72.531%,neutral
tolong bantu bisa login,99.471%,neutral
tadi bintang turun jadi masih butuh optimal agar apk lancar guna,84.724%,neutral
kabarin kalo udah bisa buka dehh,98.473%,neutral
cukup jumlah bintang bicara,89.892%,neutral
pak tolong bantuanya,98.165%,neutral
bimtek guna sirekap tapi sirekap belum siap guna coming soon hari pilih server down mohon perhati lebih kpu,49.819%,neutral
aplikasi susah d buka selalu eror mohon jelas,60.636%,neutral
sudah jam mantengin hp blm bisa log in,94.236%,neutral
filid login,99.316%,neutral
apk nya gimana kok ketika mau foto c hasil keluar sendiri atau mental,56.572%,neutral
ada sepesifikasi hp yg bisa guna aplikasi karna msh banyak yg tdk bisa buka guna aplikasi karena sistem atau memang jenis hp android tentu yg bisa buka mohon jawab solusi dri yg sudah bisa,98.413%,neutral
aplikasi standar nasional masa gin,99.389%,neutral
klo sampai hari h masih ad yg blom bisa buka aplikasi gmna nih urus,53.369%,neutral
masih blm bisa,88.266%,neutral
daftar buat pilkada kpu malah ngasih akun nomor bekas milu kemarin bukan nomor daftar sekarang alhasil belum bisa login,84.166%,neutral
masih sering rollback sdh verifikasi akun hilang lagi invalid password username,66.289%,neutral
baru download udah suruh update,69.051%,neutral
udah ganti pin pola sidik jari masih belum bisa masuk server penuh atau eror kah atau uninstall aja,50.395%,neutral
uji coba upload dpr ri pukul sampai diservernya masih manual mungkin,98.686%,neutral
belum bisa maskk,52.856%,neutral
pagi sampe malem nunggu verifikasi,98.951%,neutral
blm dpt notif udah dpt,99.061%,neutral
terimakasih telah gabung,69.859%,neutral
belum bisa d buka si rekap,86.471%,neutral
aplikasi blm bisa guna,67.352%,neutral
gabisa masuk minta kunci dgtl nul kek mana min,68.555%,neutral
baik depan smoga dengar beri indikator sinyal bagus tidak agar guna tau kondisi sinyal saat proses guna sirekap beri indikator proses telah foto c hasil hasil uplod namun belum tunjuk hasil agar guna tau foto tsb berapa lama proses saat terupdate proses,82.266%,neutral
izin masuk sirekap,83.228%,neutral
mohon jelas admin cara atas sirekap gagal dapat kunci digital,96.944%,neutral
harus pake hp bagus bisa,85.675%,neutral
h- aplikasi akan pakai jadi mohon developer segera baik segala kurang,98.450%,neutral
klo bikin aplikasi yg bnr yg tuntas program masa pas masuk minta inisial trs mna kga masuk baik program,49.757%,neutral
mhn baik aplikasi banyak loadinya tdk bsa masuk,91.792%,neutral
sampai hari masih blm bisa login udah bagai macam cara tolong dooong,90.876%,neutral
bisa d instal tp tak mau operasi,97.106%,neutral
aplikasi tidak bisa hubung internet padahal semua izin guna data internet sudah oke semua pakai data maupun wifi hitspot tetap tidak bisa redmi note pro sedang apps kompatibel dgn perangkat tsb,96.749%,neutral
aplikasi kadang bisa kadang tidak,98.022%,neutral
tidak bisa pilih opsi kamera lgsg otomatis,98.739%,neutral
minimal jgn kamera doang adain fitur upload fdp atau galeri langsung biar engga ribet biar foto engga jelas,80.144%,neutral
aplikasi dar lengkap biar liat wah preet,61.219%,neutral
aplikasi tidak ada lupa password gak bisa bayangin nanti waktu hari h milu trafic se indonesia ,84.076%,neutral
malah telah update tidak bisa inisial aplikasi timeout,97.007%,neutral
baru mau login uda server time out lagi pas hari h,95.839%,neutral
aplikasi nya tidak bisa d guna ada yg baru,64.734%,neutral
kenapa aplikasi nya tidak bisa buka tulis aplikasi versi sudah tidak bisa guna mohon bantu terimakasih,95.956%,neutral
masih belum bisa masuk,98.653%,neutral
aplikasi usak negara,88.862%,neutral
awal mula login bisa dg lancar tapi telah login tidak bisa lagi sampe detik login tetap ga bisa gmn nanti pas hari h nya,60.916%,neutral
sudah update tolong mudah foto nya kenapa harus keluar bingkai kuning tapi tidak bisa terus jadi harus ulang foto sampai keluar bingkai kuning,78.603%,neutral
tadi pagi sya dapat wa kpu install telah install selesai buka gak bisa ada kata aplikasi versi sudah tidak dapat guna angel tuturane kasih deadline --,91.527%,neutral
kak sudah update tapi kenapa tidak bisa login,96.280%,neutral
belum bisa log in,98.510%,neutral
telah update kendala buat login ulang,99.234%,neutral
cek,91.524%,neutral
aplikasi mejen,85.346%,neutral
tidak bisa buka situs,62.068%,neutral
kemarin versi sudah bisa login muncul versi malah mau login invalid terus yakin nih aplikasi gin bisa guna pas milu,99.170%,neutral
bagaimana aplikasi sirekap device belum inisial mohon tunjuk,98.983%,neutral
kata aplikasi publik yg bisa akses aja buat pantau suara tapi harus login pake akun kpps ngentod kpu,98.174%,neutral
selamat pagi mohon maaf bisa bisa bantu lupa pasword sirekap yg sebab tidak bisa update atau guna,96.558%,neutral
ternak mulyono,88.626%,neutral
kita coba dulu nanti hari h moga aplikasi lancar,93.611%,neutral
spesifikasi android tapi hp sy samsung galaxy note ram android saat unggah foto lgs logout mohon perhati,98.400%,neutral
aplikasi tidak bisa d install telah install tidak bisa guna,57.578%,neutral
mohon info bantu kepada developer selalu tidak bisa login username pasword sudah sesuai yg kirim oleh kpu tapi hasil selalu invalid username bagaimana nnti hari h,76.059%,neutral
kok gak bisa login yaa username pasword selalu invalid,52.412%,neutral
bagaimana cara kalau lupa passwordnya mohon solusi,72.603%,neutral
tanggal sampai saat aplikasi sirekap masih belum juga bisa login trus bagaimana solusi semua solusi teman media sosial sudah coba tapi tetap tidak bisa,51.934%,neutral
kenapa hp tidak bisa masuk email kpu ya,92.484%,neutral
developer anak magang smk,95.063%,neutral
aplikasi ruweet,96.037%,neutral
hanya kpps atau masyarakat transparan,97.207%,neutral
assalamualaikum min sudah download mau log in kenapa ada tulis silah laku otentikasi akses aplikasi perintah masuk nomor pin gimana cara,93.712%,neutral
ada tulis perangkat anda tidak izin guna aplikasi,96.398%,neutral
sudah beberapa hari lagi belum bisa masuk masuk,91.294%,neutral
apk belum lolos uji coba,88.648%,neutral
tidak bisa login padahal jaring bagus tolong baik maksimal mungkin aplikasi agar bisa dapat guna padasaat pilih nanti,72.405%,neutral
mf blm bs masuk aplikasi versi lama sampai versi baru blm bs kasi bintang,91.456%,neutral
tolong app nya perhati lagi kpu ri baru kali coba aplikasi bisa login tidak bisa logout,98.458%,neutral
bisa nilai komentar kawan ,99.057%,neutral
saat lupa pasword tidak ada tombol lupa pasword sehingga sulit masuk,66.608%,neutral
tidak bisa login,83.711%,neutral
padahal udah pakai android v masih tidak bisa masuk pakai hp malah bisa,83.018%,neutral
saat simulasi ketika upload foto tiba log out sendiri saat masih harus banyak baik supaya pas hari h bisa guna baik tanpa kendala tolong perhati nya bapak ibu tim it kpu terima kasih,90.321%,neutral
kenapa tidak bisa download aplikasi tlg bantu pak,98.672%,neutral
aplikasi versi sudah tidak dapat guna maksud,54.061%,neutral
moga aplikasi nya bisa guna pas hari butuh mohon benah lagi ni nyiptain susah sekali mau di-update aplikasi nya,52.452%,neutral
kpps sirekap,94.546%,neutral
login lagi endak bisa pdhal email sama pasword udah,99.328%,neutral
guna upload tapi kalau masih belum bisa baca dokumen,99.443%,neutral
padahal hp iphone tapi ko lot ya gak bisa login,55.977%,neutral
mohon bantu tidak bisa login,99.460%,neutral
lot poll gimna besok hari h klo bgini,83.609%,neutral
aplikasi tidak bisa login user password tidak cocok padahal laptop bisa buka mohon developer ecek kembali salam sukses terima kasih,81.525%,neutral
